"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"106633.844021","100","100","100"
"106660.723712","99.67","99.67","99.67"
"106663.921467","88.47","88.47","88.47"
"106690.726161","99.8","99.8","99.8"
"106720.729725","98.93","98.93","98.93"
"106724.032148","100","100","100"
"106750.731607","99.87","99.87","99.87"
"106754.038095","100","100","100"
"106780.735332","99.93","99.93","99.93"
"106784.042114","93.33","93.33","93.33"
"106810.736655","99.53","99.53","99.53"
"106814.04491","99.93","99.93","99.93"
"106840.738042","99.6","99.6","99.6"
"106844.04909","100","100","100"
"106870.739173","100","100","100"
"106874.05019","99.13","99.13","99.13"
"106900.742255","96.27","96.27","96.27"
"106904.148958","99.67","99.67","99.67"
"106930.745145","99.27","99.27","99.27"
"106934.278434","59.67","59.67","59.67"
"106960.746088","99.53","99.53","99.53"
"106964.290925","66.87","66.87","66.87"
"106994.295533","47.13","47.13","47.13"
"107020.751275","99.93","99.93","99.93"
"107024.296733","98.8","98.8","98.8"
"107050.752196","99.4","99.4","99.4"
"107054.300028","93.27","93.27","93.27"
"107080.753032","99.93","99.93","99.93"
"107084.318133","100","100","100"
"107110.754266","100","100","100"
"107114.324148","94.13","94.13","94.13"
"107140.755094","99.87","99.87","99.87"
"107144.325025","100","100","100"
"107170.756347","100","100","100"
"107174.331242","94.27","94.27","94.27"
"107200.757583","100","100","100"
"107204.334144","100","100","100"
"107230.758489","100","100","100"
"107234.339556","94.07","94.07","94.07"
"107260.759599","99.93","99.93","99.93"
"107264.352046","100","100","100"
"107290.760561","99.33","99.33","99.33"
"107294.360473","97.27","97.27","97.27"
"107320.761518","99.87","99.87","99.87"
"107324.369382","93.33","93.33","93.33"
"107350.763497","99.93","99.93","99.93"
"107380.76445","100","100","100"
"107384.578726","85.47","85.47","85.47"
"107410.765484","99.93","99.93","99.93"
"107414.85082","87.07","87.07","87.07"
"107440.766693","99.73","99.73","99.73"
"107444.854145","94.93","94.93","94.93"
"107470.769904","100","100","100"
"107474.860399","99.93","99.93","99.93"
"107500.772714","99.13","99.13","99.13"
"107504.865572","100","100","100"
"107530.773706","99.87","99.87","99.87"
"107534.866496","99.67","99.67","99.67"
"107560.776177","99.93","99.93","99.93"
"107564.881225","100","100","100"
"107590.803455","94.73","94.73","94.73"
"107594.883581","100","100","100"
"107620.806943","92.93","92.93","92.93"
"107624.901782","100","100","100"
"107650.851503","99.47","99.47","99.47"
"107654.90511","99.93","99.93","99.93"
"107680.853023","99.47","99.47","99.47"
"107684.909549","99.6","99.6","99.6"
"107710.85423","99.73","99.73","99.73"
"107714.911345","100","100","100"
"107740.855183","99.6","99.6","99.6"
"107744.915732","96.6","96.6","96.6"
"107770.85652","99.27","99.27","99.27"
"107774.917508","99.87","99.87","99.87"
"107800.859655","97.33","97.33","97.33"
"107805.039062","95.07","95.07","95.07"
"107835.09936","93.33","93.33","93.33"
"107860.862304","99.93","99.93","99.93"
"107865.304027","99.87","99.87","99.87"
"107890.864843","100","100","100"
"107896.085655","92.87","92.87","92.87"
"107920.866939","100","100","100"
"107926.087871","100","100","100"
"107950.86815","99.93","99.93","99.93"
"107956.089612","100","100","100"
"107980.869402","100","100","100"
"107986.091816","99.2","99.2","99.2"
"108010.87028","100","100","100"
"108016.095077","98.8","98.8","98.8"
"108040.871236","99.73","99.73","99.73"
"108046.170689","98.13","98.13","98.13"
"108070.87247","99.73","99.73","99.73"
"108076.503755","92.47","92.47","92.47"
"108100.873674","99.73","99.73","99.73"
"108106.50592","87.33","87.33","87.33"
"108130.882301","100","100","100"
"108160.883251","99.87","99.87","99.87"
"108166.510739","100","100","100"
"108190.884651","99.93","99.93","99.93"
"108196.515208","100","100","100"
"108220.885622","100","100","100"
"108226.519633","92.2","92.2","92.2"
"108250.886608","99.67","99.67","99.67"
"108256.520683","100","100","100"
"108280.88795","99.8","99.8","99.8"
"108286.536494","99.93","99.93","99.93"
"108310.889206","99.73","99.73","99.73"
"108316.548733","99.4","99.4","99.4"
"108340.890526","99.67","99.67","99.67"
"108346.550366","100","100","100"
"108370.89151","100","100","100"
"108376.555973","94.67","94.67","94.67"
"108400.892714","100","100","100"
"108406.564254","99.13","99.13","99.13"
"108430.922911","99.6","99.6","99.6"
"108436.570496","96.13","96.13","96.13"
"108460.970041","99.93","99.93","99.93"
"108466.575594","99.8","99.8","99.8"
"108490.973916","93.6","93.6","93.6"
"108496.588836","93.87","93.87","93.87"
"108521.008785","99.93","99.93","99.93"
"108526.592744","93.33","93.33","93.33"
"108551.009784","99.93","99.93","99.93"
"108556.595771","99.93","99.93","99.93"
"108581.012885","100","100","100"
"108586.60116","100","100","100"
"108611.014861","81.2","81.2","81.2"
"108616.607102","97.87","97.87","97.87"
"108646.611215","100","100","100"
"108671.025186","91.07","91.07","91.07"
"108676.612195","98.73","98.73","98.73"
"108701.028461","90.93","90.93","90.93"
"108706.615363","99.8","99.8","99.8"
"108731.040428","93.33","93.33","93.33"
"108736.619117","99.33","99.33","99.33"
"108761.045056","99.67","99.67","99.67"
"108766.621318","99.8","99.8","99.8"
"108791.048745","97.53","97.53","97.53"
"108796.625821","99.93","99.93","99.93"
"108821.051767","95.2","95.2","95.2"
"108826.629257","93.4","93.4","93.4"
"108851.054908","95.4","95.4","95.4"
"108856.634291","100","100","100"
"108881.057014","99.87","99.87","99.87"
"108886.635223","93.33","93.33","93.33"
"108911.061143","93.27","93.27","93.27"
"108941.062129","99.87","99.87","99.87"
"108946.641013","89.73","89.73","89.73"
"108971.063383","99.73","99.73","99.73"
"108976.647118","91","91","91"
"109001.064406","99.8","99.8","99.8"
"109006.651001","97.6","97.6","97.6"
"109031.066549","99.8","99.8","99.8"
"109036.65718","92.4","92.4","92.4"
"109061.086742","99.67","99.67","99.67"
"109066.661204","93.93","93.93","93.93"
"109091.088031","100","100","100"
"109096.663689","100","100","100"
"109121.089911","99.87","99.87","99.87"
"109126.665432","99.93","99.93","99.93"
"109151.090838","99.6","99.6","99.6"
"109156.671616","94.27","94.27","94.27"
"109181.257055","98.13","98.13","98.13"
"109186.675236","94.73","94.73","94.73"
"109211.292821","39.07","39.07","39.07"
"109216.676599","100","100","100"
"109241.296714","28.6","28.6","28.6"
"109246.681129","99.87","99.87","99.87"
"109271.300972","94.2","94.2","94.2"
"109276.687139","100","100","100"
"109301.303303","100","100","100"
"109306.690767","92.07","92.07","92.07"
"109331.304322","93.73","93.73","93.73"
"109336.694687","100","100","100"
"109361.306141","100","100","100"
"109366.699689","99.67","99.67","99.67"
"109396.701396","100","100","100"
"109421.311459","99.53","99.53","99.53"
"109426.704874","99.93","99.93","99.93"
"109451.3159","93.33","93.33","93.33"
"109456.706975","97.6","97.6","97.6"
"109481.318284","85.47","85.47","85.47"
"109486.712446","98.53","98.53","98.53"
"109511.321971","93.53","93.53","93.53"
"109516.714127","100","100","100"
"109541.324602","95.27","95.27","95.27"
"109546.715782","99.93","99.93","99.93"
"109571.326322","99.4","99.4","99.4"
"109576.722523","100","100","100"
"109601.327208","99.8","99.8","99.8"
"109606.727371","99.07","99.07","99.07"
"109631.328221","99.73","99.73","99.73"
"109636.734439","100","100","100"
"109661.331051","100","100","100"
"109666.737569","97.93","97.93","97.93"
"109691.333967","97.33","97.33","97.33"
"109696.742","100","100","100"
"109721.33526","99.73","99.73","99.73"
"109751.336136","99.53","99.53","99.53"
"109756.748488","100","100","100"
"109781.337158","99.93","99.93","99.93"
"109786.756565","100","100","100"
"109811.338029","99.67","99.67","99.67"
"109816.765395","99.87","99.87","99.87"
"109841.339045","99.93","99.93","99.93"
"109846.771396","97.6","97.6","97.6"
"109871.340247","99.87","99.87","99.87"
"109876.774665","100","100","100"
"109901.341447","99.33","99.33","99.33"
"109906.77569","98","98","98"
"109931.342626","99.53","99.53","99.53"
"109936.778025","91.93","91.93","91.93"
"109961.3436","100","100","100"
"109966.782535","100","100","100"
"109991.344462","99.73","99.73","99.73"
"109996.785577","100","100","100"
"110021.345486","99.93","99.93","99.93"
"110026.864271","93.73","93.73","93.73"
"110051.346925","100","100","100"
"110057.439737","88.8","88.8","88.8"
"110081.347818","99.6","99.6","99.6"
"110087.443203","86.73","86.73","86.73"
"110111.349868","99.47","99.47","99.47"
"110117.445212","93.33","93.33","93.33"
"110141.353012","93.07","93.07","93.07"
"110147.44744","100","100","100"
"110177.449399","99.73","99.73","99.73"
"110201.357122","99.6","99.6","99.6"
"110207.452408","94.87","94.87","94.87"
"110231.361678","99.53","99.53","99.53"
"110237.455681","100","100","100"
"110261.367689","97.53","97.53","97.53"
"110267.459181","100","100","100"
"110291.410195","100","100","100"
"110297.461036","100","100","100"
"110321.444923","99.87","99.87","99.87"
"110327.465736","95.73","95.73","95.73"
"110351.455462","94.2","94.2","94.2"
"110357.467735","100","100","100"
"110381.475092","93.93","93.93","93.93"
"110387.46969","100","100","100"
"110411.526896","100","100","100"
"110417.470695","93.2","93.2","93.2"
"110441.529875","86.93","86.93","86.93"
"110447.474887","99.27","99.27","99.27"
"110471.534405","98.87","98.87","98.87"
"110501.536302","93.27","93.27","93.27"
"110507.488627","99.73","99.73","99.73"
"110531.538319","100","100","100"
"110537.493169","100","100","100"
"110561.539618","100","100","100"
"110567.494098","100","100","100"
"110591.540787","99.93","99.93","99.93"
"110597.496724","89.47","89.47","89.47"
"110621.544529","99.87","99.87","99.87"
"110627.590722","100","100","100"
"110651.550467","93.53","93.53","93.53"
"110657.639082","94.87","94.87","94.87"
"110681.552451","93.8","93.8","93.8"
"110687.659457","100","100","100"
"110711.55567","96.73","96.73","96.73"
"110717.732594","94.53","94.53","94.53"
"110741.601504","94.2","94.2","94.2"
"110747.74968","93.33","93.33","93.33"
"110771.603405","99.2","99.2","99.2"
"110777.794489","93.33","93.33","93.33"
"110801.646979","96.67","96.67","96.67"
"110807.795366","100","100","100"
"110831.647969","99.93","99.93","99.93"
"110837.798864","93.53","93.53","93.53"
"110861.648918","100","100","100"
"110867.811103","99.93","99.93","99.93"
"110891.652368","99.93","99.93","99.93"
"110897.828333","93.53","93.53","93.53"
"110927.829201","100","100","100"
"110951.671328","90.8","90.8","90.8"
"110957.830143","100","100","100"
"110981.674187","97","97","97"
"110987.831503","99.67","99.67","99.67"
"111011.676209","93.13","93.13","93.13"
"111017.850752","100","100","100"
"111041.679419","85.73","85.73","85.73"
"111047.924128","100","100","100"
"111071.713985","83.8","83.8","83.8"
"111077.925125","95.6","95.6","95.6"
"111101.718329","94.6","94.6","94.6"
"111107.926247","96.87","96.87","96.87"
"111131.720642","92.87","92.87","92.87"
"111137.979677","99.67","99.67","99.67"
"111161.723043","93.53","93.53","93.53"
"111167.986429","100","100","100"
"111191.726093","99","99","99"
"111198.067301","93.47","93.47","93.47"
"111221.728383","97.87","97.87","97.87"
"111228.068563","99.73","99.73","99.73"
"111251.729342","99","99","99"
"111281.730325","100","100","100"
"111288.114936","86.93","86.93","86.93"
"111311.731328","100","100","100"
"111318.116169","100","100","100"
"111341.733511","99.93","99.93","99.93"
"111348.120916","100","100","100"
"111371.734656","96.6","96.6","96.6"
"111378.126315","96.07","96.07","96.07"
"111401.736542","97","97","97"
"111408.141397","99.6","99.6","99.6"
"111431.738735","99.87","99.87","99.87"
"111438.307994","99.93","99.93","99.93"
"111461.74175","100","100","100"
"111468.320176","93.53","93.53","93.53"
"111491.744928","93.87","93.87","93.87"
"111498.326633","99.73","99.73","99.73"
"111521.751745","87.73","87.73","87.73"
"111528.334278","100","100","100"
"111551.758618","90.53","90.53","90.53"
"111558.406968","100","100","100"
"111581.761574","93.93","93.93","93.93"
"111588.41095","100","100","100"
"111618.411859","98.27","98.27","98.27"
"111641.777904","92.87","92.87","92.87"
"111648.464322","94.13","94.13","94.13"
"111671.78714","90.47","90.47","90.47"
"111678.469933","94.87","94.87","94.87"
"111701.794994","98.87","98.87","98.87"
"111708.471807","99.73","99.73","99.73"
"111731.797783","89.53","89.53","89.53"
"111738.474959","100","100","100"
"111761.800299","94.47","94.47","94.47"
"111768.476966","100","100","100"
"111791.80299","97.8","97.8","97.8"
"111798.479591","100","100","100"
"111821.805133","99.47","99.47","99.47"
"111828.484277","98","98","98"
"111851.806138","100","100","100"
"111858.485258","100","100","100"
"111881.807108","99.93","99.93","99.93"
"111888.488046","99.93","99.93","99.93"
"111911.808084","99.67","99.67","99.67"
"111918.489","93.47","93.47","93.47"
"111941.809359","99.87","99.87","99.87"
"111948.492259","100","100","100"
"111971.810293","99.6","99.6","99.6"
"111978.495925","99","99","99"
"112001.81116","100","100","100"
"112031.813338","99.67","99.67","99.67"
"112038.542407","98.6","98.6","98.6"
"112061.864859","99.13","99.13","99.13"
"112068.546093","100","100","100"
"112091.901482","99.8","99.8","99.8"
"112098.550578","85.87","85.87","85.87"
"112121.968415","99.27","99.27","99.27"
"112128.553604","92.67","92.67","92.67"
"112151.971891","97.93","97.93","97.93"
"112158.556887","100","100","100"
"112181.976652","92.93","92.93","92.93"
"112188.563265","93.33","93.33","93.33"
"112211.979236","100","100","100"
"112218.56901","100","100","100"
"112241.985906","93.07","93.07","93.07"
"112248.570924","99.93","99.93","99.93"
"112271.986844","99.8","99.8","99.8"
"112278.573115","99.27","99.27","99.27"
"112301.992569","99.93","99.93","99.93"
"112308.576494","95.73","95.73","95.73"
"112331.994652","99.47","99.47","99.47"
"112338.653793","100","100","100"
"112368.93162","98.67","98.67","98.67"
"112392.004974","99.33","99.33","99.33"
"112398.962581","92.4","92.4","92.4"
"112422.008449","90","90","90"
"112428.992459","99.93","99.93","99.93"
"112452.011563","95.27","95.27","95.27"
"112458.997103","100","100","100"
"112482.013759","100","100","100"
"112489.001196","86.33","86.33","86.33"
"112512.015822","99.67","99.67","99.67"
"112519.005374","100","100","100"
"112542.016828","99.73","99.73","99.73"
"112549.008913","97","97","97"
"112572.017804","99.4","99.4","99.4"
"112579.01067","99.2","99.2","99.2"
"112602.018692","99.93","99.93","99.93"
"112609.013287","89.47","89.47","89.47"
"112632.019541","99.93","99.93","99.93"
"112639.017133","100","100","100"
"112662.020824","99.67","99.67","99.67"
"112669.020402","99.47","99.47","99.47"
"112692.021718","99.8","99.8","99.8"
"112699.024218","91.27","91.27","91.27"
"112722.028274","72.8","72.8","72.8"
"112759.030456","94.8","94.8","94.8"
"112789.032727","94.73","94.73","94.73"
"112819.037108","96.87","96.87","96.87"
"112849.041253","99.53","99.53","99.53"
"112879.047918","100","100","100"
"112909.052882","99.67","99.67","99.67"
"112939.055374","100","100","100"
"112969.060261","94.2","94.2","94.2"
"112999.063639","93.33","93.33","93.33"
"113029.067087","99.47","99.47","99.47"
"113059.090827","100","100","100"
"113089.093587","95.6","95.6","95.6"
"113119.096353","99.73","99.73","99.73"
"113149.099262","95.87","95.87","95.87"
"113179.104288","98.93","98.93","98.93"
"113209.293173","99.93","99.93","99.93"
"113239.510766","93.4","93.4","93.4"
"113269.511762","99.87","99.87","99.87"
"113299.513473","99.53","99.53","99.53"
"113329.5156","99.67","99.67","99.67"
"113359.516586","99.73","99.73","99.73"
"113389.522059","55.87","55.87","55.87"
"113419.527384","69.53","69.53","69.53"
"113479.549266","60.13","60.13","60.13"
"113509.551727","99.93","99.93","99.93"
"113539.555448","99.87","99.87","99.87"
"113569.561499","100","100","100"
"113599.564601","100","100","100"
"113629.567966","100","100","100"
"113659.575671","99.67","99.67","99.67"
"113689.579902","100","100","100"
"113719.583627","99.8","99.8","99.8"
"113749.597523","98.73","98.73","98.73"
"113779.607584","99.93","99.93","99.93"
"113809.61162","99.87","99.87","99.87"
"113839.614246","99.87","99.87","99.87"
"113869.619213","98.8","98.8","98.8"
"113899.626442","99.73","99.73","99.73"
"113929.636563","100","100","100"
"113959.655229","93.27","93.27","93.27"
"113989.662728","99.73","99.73","99.73"
"114019.667867","100","100","100"
"114049.670308","99.87","99.87","99.87"
"114079.672223","96.27","96.27","96.27"
"114109.677135","99.8","99.8","99.8"
"114139.682469","99.87","99.87","99.87"
