"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"206132.10101","91.53","91.53","91.53"
"206162.104693","97.2","97.2","97.2"
"206192.105611","100","100","100"
"206222.109731","93.87","93.87","93.87"
"206252.113328","95.87","95.87","95.87"
"206282.115745","98.53","98.53","98.53"
"206312.199398","98.47","98.47","98.47"
"206342.208151","96.47","96.47","96.47"
"206372.211666","100","100","100"
"206402.212659","99.93","99.93","99.93"
"206432.223789","91.73","91.73","91.73"
"206462.227337","100","100","100"
"206492.229535","100","100","100"
"206522.230503","99.73","99.73","99.73"
"206552.233579","99.87","99.87","99.87"
"206582.237828","100","100","100"
"206612.241297","97.47","97.47","97.47"
"206642.316223","100","100","100"
"206672.337457","97.93","97.93","97.93"
"206702.349266","97.6","97.6","97.6"
"206732.356198","100","100","100"
"206792.360201","100","100","100"
"206822.364243","99.73","99.73","99.73"
"206852.36785","100","100","100"
"206882.371993","100","100","100"
"206912.373956","93.73","93.73","93.73"
"206942.385264","100","100","100"
"206972.39163","100","100","100"
"207002.394757","100","100","100"
"207032.398299","100","100","100"
"207062.446794","100","100","100"
"207093.102357","97.6","97.6","97.6"
"207123.104632","100","100","100"
"207153.109918","97.6","97.6","97.6"
"207183.113127","94.33","94.33","94.33"
"207213.118256","100","100","100"
"207243.121855","98.07","98.07","98.07"
"207273.124992","98.67","98.67","98.67"
"207303.128355","100","100","100"
"207333.130379","97.67","97.67","97.67"
"207363.135322","100","100","100"
"207393.137312","95.2","95.2","95.2"
"207423.151523","96.67","96.67","96.67"
"207483.167153","78.87","78.87","78.87"
"207513.170891","100","100","100"
"207543.171859","100","100","100"
"207573.174519","99","99","99"
"207603.178739","99.93","99.93","99.93"
"207633.182634","93.07","93.07","93.07"
"207663.220854","99.93","99.93","99.93"
"207693.228132","99.4","99.4","99.4"
"207723.233493","99.73","99.73","99.73"
"207753.238078","93.33","93.33","93.33"
"207783.240165","99.93","99.93","99.93"
"207813.243639","100","100","100"
"207843.244607","99.67","99.67","99.67"
"207873.305036","99.93","99.93","99.93"
"207903.319706","92.33","92.33","92.33"
"207933.326273","98.93","98.93","98.93"
"207963.330948","95.53","95.53","95.53"
"207993.34323","93.33","93.33","93.33"
"208023.354291","86.67","86.67","86.67"
"208053.359034","100","100","100"
"208083.364147","98.2","98.2","98.2"
"208113.366252","100","100","100"
"208143.370998","99.2","99.2","99.2"
"208173.375587","100","100","100"
"208203.376614","100","100","100"
"208263.384693","99.93","99.93","99.93"
"208293.396217","96.67","96.67","96.67"
"208323.432642","100","100","100"
"208353.439702","99.73","99.73","99.73"
"208383.445766","100","100","100"
"208413.448909","96.4","96.4","96.4"
"208443.454084","100","100","100"
"208473.458866","95.93","95.93","95.93"
"208503.463971","100","100","100"
"208533.467237","96.87","96.87","96.87"
"208563.472754","100","100","100"
"208593.48801","93.67","93.67","93.67"
"208623.497424","100","100","100"
"208653.502716","93.27","93.27","93.27"
"208683.506231","93.27","93.27","93.27"
"208713.509793","99.93","99.93","99.93"
"208743.510722","99.93","99.93","99.93"
"208773.515118","99.53","99.53","99.53"
"208803.518449","93","93","93"
"208833.523556","99.67","99.67","99.67"
"208863.526883","99.93","99.93","99.93"
"208893.529995","92.33","92.33","92.33"
"208923.535009","96.07","96.07","96.07"
"208953.540859","100","100","100"
"208983.54465","100","100","100"
"209013.562029","99.93","99.93","99.93"
"209073.588895","99.93","99.93","99.93"
"209103.591927","96.33","96.33","96.33"
"209133.596869","98.4","98.4","98.4"
"209163.602092","99.33","99.33","99.33"
"209193.604198","100","100","100"
"209223.605195","99.93","99.93","99.93"
"209253.609795","99.73","99.73","99.73"
"209283.616142","98.47","98.47","98.47"
"209313.620604","99.27","99.27","99.27"
"209343.626228","97.4","97.4","97.4"
"209373.63019","100","100","100"
"209403.63255","98.07","98.07","98.07"
"209433.636763","98.4","98.4","98.4"
"209463.667225","50.6","50.6","50.6"
"209493.674892","75.07","75.07","75.07"
"209523.680145","60.13","60.13","60.13"
"209553.70166","98.07","98.07","98.07"
"209583.729315","98.53","98.53","98.53"
"209613.735686","98.2","98.2","98.2"
"209643.739435","100","100","100"
"209673.742775","100","100","100"
"209703.745933","100","100","100"
"209733.749365","93.33","93.33","93.33"
"209763.754325","100","100","100"
"209793.758269","98","98","98"
"209823.761997","99.73","99.73","99.73"
"209853.766116","100","100","100"
"209913.795315","96.27","96.27","96.27"
"209943.798459","99.67","99.67","99.67"
"209973.803923","93.2","93.2","93.2"
"210003.843398","100","100","100"
"210033.848582","99.87","99.87","99.87"
"210063.849572","99.73","99.73","99.73"
"210093.852704","98.6","98.6","98.6"
"210123.856833","100","100","100"
"210153.859019","86.6","86.6","86.6"
"210183.884963","93.53","93.53","93.53"
"210213.885983","100","100","100"
"210244.159805","93.33","93.33","93.33"
"210274.302323","77.93","77.93","77.93"
"210304.340279","100","100","100"
"210334.3501","93.33","93.33","93.33"
"210364.415023","99.93","99.93","99.93"
"210394.452553","99.4","99.4","99.4"
"210424.477604","95.87","95.87","95.87"
"210454.478448","100","100","100"
"210484.504403","100","100","100"
"210514.505285","100","100","100"
"210544.506187","100","100","100"
"210574.529142","100","100","100"
"210634.586757","93.4","93.4","93.4"
"210664.587695","100","100","100"
"210694.588643","100","100","100"
"210724.596867","99.93","99.93","99.93"
"210754.670832","97.47","97.47","97.47"
"210784.697074","93.33","93.33","93.33"
"210814.698032","100","100","100"
"210844.824258","99.93","99.93","99.93"
"210874.828449","100","100","100"
"210904.841358","93.47","93.47","93.47"
"210934.896416","100","100","100"
"210964.91817","94.2","94.2","94.2"
"210994.936659","96.67","96.67","96.67"
"211024.938681","100","100","100"
"211054.943435","100","100","100"
"211084.97286","86.73","86.73","86.73"
"211115.011895","94.73","94.73","94.73"
"211145.013758","93.33","93.33","93.33"
"211175.015896","100","100","100"
"211205.155436","100","100","100"
"211235.166764","100","100","100"
"211265.185488","98.4","98.4","98.4"
"211295.221465","93.47","93.47","93.47"
"211325.232021","100","100","100"
"211355.240747","96.13","96.13","96.13"
"211385.241618","100","100","100"
"211415.436466","93.33","93.33","93.33"
"211475.449054","100","100","100"
"211505.525737","100","100","100"
"211535.536425","82.53","82.53","82.53"
"211565.540869","99.87","99.87","99.87"
"211595.666565","99.93","99.93","99.93"
"211625.732937","97.27","97.27","97.27"
"211655.733801","75.13","75.13","75.13"
"211685.745681","99.2","99.2","99.2"
"211715.763597","100","100","100"
"211745.817792","98.47","98.47","98.47"
"211775.854279","93.33","93.33","93.33"
"211805.873487","100","100","100"
"211835.911683","100","100","100"
"211865.968944","93.33","93.33","93.33"
"211896.026607","100","100","100"
"211926.053828","100","100","100"
"211956.064046","92.67","92.67","92.67"
"211986.098075","96.67","96.67","96.67"
"212016.225702","93.33","93.33","93.33"
"212046.230151","93.33","93.33","93.33"
"212076.235579","100","100","100"
"212106.236579","99.73","99.73","99.73"
"212136.457761","100","100","100"
"212166.976584","100","100","100"
"212226.995911","93.6","93.6","93.6"
"212257.000819","93.13","93.13","93.13"
"212287.106896","100","100","100"
"212317.344929","100","100","100"
"212347.481034","90.6","90.6","90.6"
"212377.488842","93.47","93.47","93.47"
"212407.504423","87.07","87.07","87.07"
"212437.506271","99.93","99.93","99.93"
"212467.508247","99.93","99.93","99.93"
"212497.51916","100","100","100"
"212527.523744","93.33","93.33","93.33"
"212557.526048","96.8","96.8","96.8"
"212587.529428","93.53","93.53","93.53"
"212617.530569","99.73","99.73","99.73"
"212647.532467","98.4","98.4","98.4"
"212677.535866","99.8","99.8","99.8"
"212707.552714","100","100","100"
"212737.580033","91.53","91.53","91.53"
"212767.619281","100","100","100"
"212797.671554","94.4","94.4","94.4"
"212827.726337","88.4","88.4","88.4"
"212857.8322","100","100","100"
"212887.883476","99.6","99.6","99.6"
"212917.935131","93.33","93.33","93.33"
"212947.936408","100","100","100"
"212977.941677","100","100","100"
"213038.058681","94.6","94.6","94.6"
"213068.059518","93.33","93.33","93.33"
"213098.060498","100","100","100"
"213128.084824","99.6","99.6","99.6"
"213158.115884","100","100","100"
"213188.116702","95.33","95.33","95.33"
"213218.11766","100","100","100"
"213248.15109","93.33","93.33","93.33"
"213278.181848","92.67","92.67","92.67"
"213308.212606","100","100","100"
"213338.213559","100","100","100"
"213368.229257","93.33","93.33","93.33"
"213398.252189","92.73","92.73","92.73"
"213428.306812","92.13","92.13","92.13"
"213458.307637","100","100","100"
"213488.308626","93.2","93.2","93.2"
"213518.310539","100","100","100"
"213548.31148","99.87","99.87","99.87"
"213578.312456","100","100","100"
"213608.313416","100","100","100"
"213638.315232","100","100","100"
"213668.317857","99.13","99.13","99.13"
"213698.337772","100","100","100"
"213758.409932","99.67","99.67","99.67"
"213788.410905","96.33","96.33","96.33"
"213818.633374","99.6","99.6","99.6"
"213848.646122","91.67","91.67","91.67"
"213878.695251","100","100","100"
"213908.722998","93.33","93.33","93.33"
"213938.73862","98.13","98.13","98.13"
"213968.799624","100","100","100"
"213998.9308","100","100","100"
"214028.993528","98.13","98.13","98.13"
"214058.994498","93.4","93.4","93.4"
"214088.996397","93.47","93.47","93.47"
"214119.006589","100","100","100"
"214149.007543","100","100","100"
"214179.011168","100","100","100"
"214209.159554","100","100","100"
"214239.175043","96.87","96.87","96.87"
"214269.281843","93.87","93.87","93.87"
"214299.313245","100","100","100"
"214329.314509","97.93","97.93","97.93"
"214359.316491","99.93","99.93","99.93"
"214389.320471","100","100","100"
"214419.335757","93.33","93.33","93.33"
"214479.36479","93.33","93.33","93.33"
"214509.397166","100","100","100"
"214539.428262","100","100","100"
"214569.497468","85.4","85.4","85.4"
"214599.498384","100","100","100"
"214629.499368","100","100","100"
"214659.512483","92.8","92.8","92.8"
"214689.54967","96.13","96.13","96.13"
"214719.655178","100","100","100"
"214749.891402","99.4","99.4","99.4"
"214779.922769","93.47","93.47","93.47"
"214809.944056","100","100","100"
"214839.983756","93.47","93.47","93.47"
"214869.984949","99.67","99.67","99.67"
"214900.006863","100","100","100"
"214930.030703","92.8","92.8","92.8"
"214960.043727","99.6","99.6","99.6"
"214990.049387","100","100","100"
"215020.089014","93","93","93"
"215050.112139","88.8","88.8","88.8"
"215080.113076","100","100","100"
"215110.114937","84.87","84.87","84.87"
"215140.124694","100","100","100"
"215200.194842","100","100","100"
"215230.195989","96","96","96"
"215260.196853","99.73","99.73","99.73"
"215290.197761","100","100","100"
"215320.199028","100","100","100"
"215350.208613","100","100","100"
"215380.270265","99.07","99.07","99.07"
"215410.317934","94.93","94.93","94.93"
"215440.318918","100","100","100"
"215470.359723","93.53","93.53","93.53"
"215500.361032","91.13","91.13","91.13"
"215530.380755","100","100","100"
"215560.382966","87.4","87.4","87.4"
"215590.391748","95.4","95.4","95.4"
"215620.436271","93.73","93.73","93.73"
"215650.45479","93.33","93.33","93.33"
"215680.53322","80.2","80.2","80.2"
"215710.541263","99.27","99.27","99.27"
"215740.542207","100","100","100"
"215770.556821","99.6","99.6","99.6"
"215800.565306","93.13","93.13","93.13"
"215830.643625","100","100","100"
"215860.729424","100","100","100"
"215890.734031","97","97","97"
"215920.734933","100","100","100"
"215950.735786","99.93","99.93","99.93"
"216010.807706","100","100","100"
"216040.833429","93.33","93.33","93.33"
"216070.852948","93","93","93"
"216100.864871","91.13","91.13","91.13"
"216130.866035","99.93","99.93","99.93"
"216160.870954","99.8","99.8","99.8"
"216190.927698","95.33","95.33","95.33"
"216220.928895","100","100","100"
"216250.929929","100","100","100"
"216280.990532","100","100","100"
"216311.04601","100","100","100"
"216341.103401","93.33","93.33","93.33"
"216371.104597","99.13","99.13","99.13"
"216401.122998","92.93","92.93","92.93"
"216431.149936","98.33","98.33","98.33"
"216461.180561","93.33","93.33","93.33"
"216491.181892","100","100","100"
"216521.193684","100","100","100"
"216551.850472","100","100","100"
"216582.034819","100","100","100"
"216612.036595","100","100","100"
"216642.044534","100","100","100"
"216672.045594","100","100","100"
"216702.062872","100","100","100"
"216732.065454","100","100","100"
"216762.079904","98.73","98.73","98.73"
"216822.081629","100","100","100"
"216852.210525","93.4","93.4","93.4"
"216882.236582","100","100","100"
"216912.283477","93.4","93.4","93.4"
"216942.289342","99.8","99.8","99.8"
"216972.295398","100","100","100"
"217002.296527","98.2","98.2","98.2"
"217032.297456","99.47","99.47","99.47"
"217062.315039","100","100","100"
"217092.362692","100","100","100"
"217122.36362","99.93","99.93","99.93"
"217152.36447","100","100","100"
"217182.365636","100","100","100"
"217212.383329","100","100","100"
"217242.411277","93.33","93.33","93.33"
"217272.445164","99.8","99.8","99.8"
"217302.464429","86.33","86.33","86.33"
"217332.465663","100","100","100"
"217362.466665","100","100","100"
"217392.475036","93.33","93.33","93.33"
"217422.477383","93.33","93.33","93.33"
"217452.478292","93.07","93.07","93.07"
"217482.489356","93.67","93.67","93.67"
"217512.491041","100","100","100"
"217542.491967","100","100","100"
"217572.492825","100","100","100"
"217602.589453","100","100","100"
"217662.628872","100","100","100"
"217692.633946","100","100","100"
"217722.644502","97.13","97.13","97.13"
"217752.869201","90.53","90.53","90.53"
"217782.879052","100","100","100"
"217812.880261","93.33","93.33","93.33"
"217842.881505","87.67","87.67","87.67"
"217872.897088","93.47","93.47","93.47"
"217902.898291","99.93","99.93","99.93"
"217932.934354","96.73","96.73","96.73"
"217963.000963","93.47","93.47","93.47"
"217993.019967","100","100","100"
"218023.110236","99.27","99.27","99.27"
"218053.171108","93.27","93.27","93.27"
"218083.174647","100","100","100"
"218113.177716","100","100","100"
"218143.214331","86.8","86.8","86.8"
"218173.276725","93.53","93.53","93.53"
"218203.278748","93.33","93.33","93.33"
"218233.283487","94.2","94.2","94.2"
"218263.284725","100","100","100"
"218323.28943","93.53","93.53","93.53"
"218353.842486","99.47","99.47","99.47"
"218383.903388","90.87","90.87","90.87"
"218413.914438","93.4","93.4","93.4"
"218443.920543","99.73","99.73","99.73"
"218474.035893","100","100","100"
"218504.060732","93.4","93.4","93.4"
"218534.065616","93.53","93.53","93.53"
"218564.228418","93.33","93.33","93.33"
"218594.234235","93.07","93.07","93.07"
"218624.237952","88.6","88.6","88.6"
"218654.554802","98.67","98.67","98.67"
"218684.720071","85.73","85.73","85.73"
"218714.740427","100","100","100"
"218744.747007","89.87","89.87","89.87"
"218774.760827","100","100","100"
"218804.784816","89.87","89.87","89.87"
"218834.785737","100","100","100"
"218864.786617","100","100","100"
"218894.789233","96.87","96.87","96.87"
"218924.811977","100","100","100"
"218954.812835","99.8","99.8","99.8"
"219014.830535","99.8","99.8","99.8"
"219044.870415","39","39","39"
"219075.042686","81.47","81.47","81.47"
"219105.046856","53.93","53.93","53.93"
"219135.05192","80.67","80.67","80.67"
"219165.055218","100","100","100"
"219195.093634","100","100","100"
"219225.100927","99.4","99.4","99.4"
"219255.102129","99.93","99.93","99.93"
"219285.150642","93.4","93.4","93.4"
"219315.19281","95.4","95.4","95.4"
"219345.223388","96.8","96.8","96.8"
"219375.266042","93.4","93.4","93.4"
"219405.281106","100","100","100"
"219435.282042","100","100","100"
"219465.288382","100","100","100"
"219495.303199","92.67","92.67","92.67"
"219525.305215","87.6","87.6","87.6"
"219555.330048","99.8","99.8","99.8"
"219585.347393","95.67","95.67","95.67"
"219615.348349","100","100","100"
"219645.349518","87.27","87.27","87.27"
"219675.351361","93.33","93.33","93.33"
"219735.363724","100","100","100"
"219765.375513","100","100","100"
"219795.380131","92.47","92.47","92.47"
"219825.395196","86.2","86.2","86.2"
"219855.3976","98","98","98"
"219885.399824","97.6","97.6","97.6"
"219915.421848","94.47","94.47","94.47"
"219945.492409","93.4","93.4","93.4"
"219975.566855","99.13","99.13","99.13"
"220005.569065","92.73","92.73","92.73"
"220035.58596","99.93","99.93","99.93"
"220065.636189","95.67","95.67","95.67"
"220095.687865","100","100","100"
"220125.814144","88.27","88.27","88.27"
"220155.878561","82.73","82.73","82.73"
"220185.968883","90.6","90.6","90.6"
"220215.976417","93.4","93.4","93.4"
"220246.076123","86.73","86.73","86.73"
"220276.084156","86.8","86.8","86.8"
"220306.08503","100","100","100"
"220336.094007","93.47","93.47","93.47"
"220366.819165","100","100","100"
"220397.147251","84.53","84.53","84.53"
"220427.183975","100","100","100"
"220487.258138","99.8","99.8","99.8"
"220517.284376","71.13","71.13","71.13"
"220547.285277","97.6","97.6","97.6"
"220577.316295","100","100","100"
"220607.503598","100","100","100"
"220637.561636","95.93","95.93","95.93"
"220667.564682","100","100","100"
"220697.569458","93.07","93.07","93.07"
"220727.571786","100","100","100"
"220757.576627","94.53","94.53","94.53"
"220787.579528","99.73","99.73","99.73"
"220817.580414","100","100","100"
"220847.585396","95.2","95.2","95.2"
"220877.591859","100","100","100"
"220907.600253","81.2","81.2","81.2"
"220937.601266","99.93","99.93","99.93"
"220967.605415","93.33","93.33","93.33"
"220997.60653","100","100","100"
"221027.640314","93.47","93.47","93.47"
"221058.029354","87.6","87.6","87.6"
"221088.150304","100","100","100"
"221118.156138","100","100","100"
"221148.289117","99.67","99.67","99.67"
"221208.473416","93.2","93.2","93.2"
"221238.475972","100","100","100"
"221268.477988","100","100","100"
"221298.478913","99.93","99.93","99.93"
"221328.481432","98.67","98.67","98.67"
"221358.482359","100","100","100"
"221388.484329","99.73","99.73","99.73"
"221418.485306","99.67","99.67","99.67"
"221448.489693","94.07","94.07","94.07"
"221478.510646","99.67","99.67","99.67"
"221508.524817","100","100","100"
"221538.549351","99.67","99.67","99.67"
"221568.566034","93.47","93.47","93.47"
"221598.620494","99.4","99.4","99.4"
"221628.643073","91.07","91.07","91.07"
"221658.656778","82.27","82.27","82.27"
"221688.684723","100","100","100"
"221718.730376","99.73","99.73","99.73"
"221748.880916","90.6","90.6","90.6"
"221779.041449","93.8","93.8","93.8"
"221809.086049","89.6","89.6","89.6"
"221839.130711","93.67","93.67","93.67"
"221869.142246","99.93","99.93","99.93"
"221899.144335","93.47","93.47","93.47"
"221959.197816","99.67","99.67","99.67"
"221989.19864","99.07","99.07","99.07"
"222019.239007","100","100","100"
"222049.275109","100","100","100"
"222079.276264","99.73","99.73","99.73"
"222109.277174","99.93","99.93","99.93"
"222139.278322","99.73","99.73","99.73"
"222169.287113","100","100","100"
"222199.291767","99.93","99.93","99.93"
"222229.292711","100","100","100"
"222259.293682","100","100","100"
"222289.296261","95","95","95"
"222319.298412","100","100","100"
"222349.335257","99.87","99.87","99.87"
"222379.364767","93.4","93.4","93.4"
"222409.39479","99.67","99.67","99.67"
"222439.480024","100","100","100"
"222469.500215","100","100","100"
"222499.501022","100","100","100"
"222530.157391","99.93","99.93","99.93"
"222560.387557","93.33","93.33","93.33"
"222590.388464","100","100","100"
"222620.389334","100","100","100"
"222650.390162","83.53","83.53","83.53"
"222680.393809","99.67","99.67","99.67"
"222710.394766","99.93","99.93","99.93"
"222740.39562","100","100","100"
"222800.397308","99.73","99.73","99.73"
"222830.398475","99.73","99.73","99.73"
"222860.399431","100","100","100"
"222890.407357","97.47","97.47","97.47"
"222920.428113","100","100","100"
"222950.43174","100","100","100"
"222980.432772","93.67","93.67","93.67"
"223010.433709","100","100","100"
"223040.483836","99.93","99.93","99.93"
"223070.497328","99.93","99.93","99.93"
"223100.498188","100","100","100"
"223130.650898","99.93","99.93","99.93"
"223160.752475","93.27","93.27","93.27"
"223191.593322","100","100","100"
"223221.671127","90.87","90.87","90.87"
"223251.677841","100","100","100"
"223281.679108","99.93","99.93","99.93"
"223311.682868","93.4","93.4","93.4"
"223341.688969","100","100","100"
"223371.704834","93.67","93.67","93.67"
"223401.705752","100","100","100"
"223431.769427","90.07","90.07","90.07"
"223461.784395","92.93","92.93","92.93"
"223491.804182","99.2","99.2","99.2"
"223521.807537","99.73","99.73","99.73"
"223551.874527","94.87","94.87","94.87"
"223611.94083","93.33","93.33","93.33"
"223641.959138","94.27","94.27","94.27"
"223672.208538","99.07","99.07","99.07"
"223702.251192","93.33","93.33","93.33"
"223732.252495","98.93","98.93","98.93"
"223762.2962","85.2","85.2","85.2"
"223792.30076","93.27","93.27","93.27"
"223822.301593","93.47","93.47","93.47"
"223852.302512","99.67","99.67","99.67"
"223882.304104","97.27","97.27","97.27"
"223912.30513","99.93","99.93","99.93"
"223942.332488","100","100","100"
"223972.422575","100","100","100"
"224002.439069","93.27","93.27","93.27"
"224032.440273","100","100","100"
"224062.441413","100","100","100"
"224092.442283","100","100","100"
"224122.45994","88.67","88.67","88.67"
"224152.462264","100","100","100"
"224182.498614","100","100","100"
"224212.514008","100","100","100"
"224242.65194","94.73","94.73","94.73"
"224272.683316","93.53","93.53","93.53"
"224302.684294","100","100","100"
"224362.685994","99.73","99.73","99.73"
"224392.687968","99.93","99.93","99.93"
"224422.718559","93.53","93.53","93.53"
"224452.776899","93.47","93.47","93.47"
"224482.816642","96.13","96.13","96.13"
"224512.817563","93.33","93.33","93.33"
"224542.834981","100","100","100"
"224572.862109","93.33","93.33","93.33"
"224602.863082","99.67","99.67","99.67"
"224632.869346","99.8","99.8","99.8"
"224662.900884","95.6","95.6","95.6"
"224692.90181","96.73","96.73","96.73"
"224722.902749","100","100","100"
"224752.903694","99.73","99.73","99.73"
"224782.917333","93.33","93.33","93.33"
"224812.918446","100","100","100"
"224842.935141","100","100","100"
"224872.95108","97.67","97.67","97.67"
"224902.951987","99.93","99.93","99.93"
"224932.954224","100","100","100"
"224962.961541","93.53","93.53","93.53"
"224992.96255","100","100","100"
"225022.979951","100","100","100"
"225052.983638","93.07","93.07","93.07"
"225082.989204","98.4","98.4","98.4"
"225143.26759","93.53","93.53","93.53"
"225173.271752","100","100","100"
"225203.272731","97.6","97.6","97.6"
"225233.273698","99.93","99.93","99.93"
"225263.2763","100","100","100"
"225293.282916","100","100","100"
"225323.467826","93.33","93.33","93.33"
"225353.480327","100","100","100"
"225383.507772","100","100","100"
"225413.531598","93.33","93.33","93.33"
"225443.561526","100","100","100"
"225473.562279","100","100","100"
"225503.566529","100","100","100"
"225533.587857","93.33","93.33","93.33"
"225563.611137","93.27","93.27","93.27"
"225593.62973","99.93","99.93","99.93"
"225623.631003","93.33","93.33","93.33"
"225653.653752","100","100","100"
"225683.6681","100","100","100"
"225713.706431","99.67","99.67","99.67"
"225743.712612","93.4","93.4","93.4"
"225773.713492","100","100","100"
"225803.742643","100","100","100"
"225833.796118","93.33","93.33","93.33"
"225894.133937","99.8","99.8","99.8"
"225924.189313","98.13","98.13","98.13"
"225954.218977","93.33","93.33","93.33"
"225984.219944","100","100","100"
"226014.24351","100","100","100"
"226044.257355","90.93","90.93","90.93"
"226074.258996","100","100","100"
"226104.264602","93.33","93.33","93.33"
"226134.278812","100","100","100"
"226164.285093","100","100","100"
"226194.287516","98.27","98.27","98.27"
"226224.288448","99.8","99.8","99.8"
"226254.28965","100","100","100"
"226284.293317","99.73","99.73","99.73"
"226314.297863","97.73","97.73","97.73"
"226344.299819","100","100","100"
"226374.302862","90.27","90.27","90.27"
"226404.306308","100","100","100"
"226434.311071","97.53","97.53","97.53"
"226464.31485","100","100","100"
"226494.315824","97.2","97.2","97.2"
"226524.367818","99.53","99.53","99.53"
"226554.375642","100","100","100"
"226584.376817","100","100","100"
"226644.380732","100","100","100"
"226674.386434","100","100","100"
"226704.388716","99.53","99.53","99.53"
"226734.390776","99.67","99.67","99.67"
"226764.395206","99.6","99.6","99.6"
"226794.397531","100","100","100"
"226824.398399","100","100","100"
"226854.399232","99.47","99.47","99.47"
"226884.401501","59.93","59.93","59.93"
"226914.422538","66.87","66.87","66.87"
"226944.461036","60.47","60.47","60.47"
"226974.463813","100","100","100"
"227004.468513","100","100","100"
"227034.469406","99.73","99.73","99.73"
"227064.470265","100","100","100"
"227094.475088","93.13","93.13","93.13"
"227124.47765","99.73","99.73","99.73"
"227154.478605","100","100","100"
"227184.479582","100","100","100"
"227214.482659","99.6","99.6","99.6"
"227244.484021","100","100","100"
"227274.486184","98.67","98.67","98.67"
"227304.49121","99.67","99.67","99.67"
"227334.499696","100","100","100"
"227364.500704","100","100","100"
"227424.51656","88.27","88.27","88.27"
"227454.520444","99.93","99.93","99.93"
"227484.522469","99.67","99.67","99.67"
"227514.572515","100","100","100"
"227544.598975","90.2","90.2","90.2"
"227574.602711","100","100","100"
"227604.603657","99.93","99.93","99.93"
"227634.604858","93.33","93.33","93.33"
"227664.609332","100","100","100"
"227694.61258","91.33","91.33","91.33"
"227724.618102","93.93","93.93","93.93"
"227754.621506","99.07","99.07","99.07"
"227784.626444","100","100","100"
"227814.628548","98.6","98.6","98.6"
"227844.630496","94.13","94.13","94.13"
"227874.632617","100","100","100"
"227904.63601","100","100","100"
"227934.640208","100","100","100"
"227964.641055","100","100","100"
"227994.642269","100","100","100"
"228024.65166","98.6","98.6","98.6"
"228054.663923","93.87","93.87","93.87"
"228084.666307","90.8","90.8","90.8"
"228114.671786","100","100","100"
"228174.675417","100","100","100"
"228204.679608","97.47","97.47","97.47"
"228234.681639","97.2","97.2","97.2"
"228264.682596","100","100","100"
"228294.697917","91.27","91.27","91.27"
"228324.701626","97.73","97.73","97.73"
"228354.708575","99.87","99.87","99.87"
"228384.712207","100","100","100"
"228414.715673","99.33","99.33","99.33"
"228444.72055","99.73","99.73","99.73"
"228474.721775","99.6","99.6","99.6"
"228504.727189","95","95","95"
"228534.740603","99.6","99.6","99.6"
"228564.741515","100","100","100"
"228594.746134","93.27","93.27","93.27"
"228624.788826","100","100","100"
"228654.790052","97.07","97.07","97.07"
"228684.791836","98.13","98.13","98.13"
"228714.797371","100","100","100"
"228744.80303","100","100","100"
"228774.806426","100","100","100"
"228804.829754","100","100","100"
"228834.833333","99.87","99.87","99.87"
"228864.845955","99.87","99.87","99.87"
"228894.846908","99.13","99.13","99.13"
"228954.849773","100","100","100"
"228984.854924","99.67","99.67","99.67"
"229014.858498","100","100","100"
"229044.859706","100","100","100"
"229074.863615","98.27","98.27","98.27"
"229104.864605","100","100","100"
"229134.867793","100","100","100"
"229164.986163","92.13","92.13","92.13"
"229195.227347","100","100","100"
"229225.228361","98.27","98.27","98.27"
"229255.237603","100","100","100"
"229285.676699","100","100","100"
"229315.679882","93.33","93.33","93.33"
"229345.683397","97.67","97.67","97.67"
"229375.687046","100","100","100"
"229405.691133","97","97","97"
"229435.695449","100","100","100"
"229465.698327","100","100","100"
"229495.701419","100","100","100"
"229525.703345","93.2","93.2","93.2"
"229555.70681","100","100","100"
"229585.71171","89.87","89.87","89.87"
"229615.713632","100","100","100"
"229645.717852","93.2","93.2","93.2"
"229675.721704","99.53","99.53","99.53"
"229705.727252","98.8","98.8","98.8"
"229765.734282","100","100","100"
"229795.747928","99.53","99.53","99.53"
"229825.755928","98.6","98.6","98.6"
"229855.756912","99.67","99.67","99.67"
"229885.760317","99.93","99.93","99.93"
"229915.761145","99.87","99.87","99.87"
"229945.764345","100","100","100"
"229975.766495","100","100","100"
"230005.770095","100","100","100"
"230035.773562","100","100","100"
"230065.776647","93.87","93.87","93.87"
"230095.780716","99.6","99.6","99.6"
"230125.783979","94.87","94.87","94.87"
"230155.788539","93.67","93.67","93.67"
"230185.811529","99.73","99.73","99.73"
"230215.812361","99.93","99.93","99.93"
"230245.817286","92.4","92.4","92.4"
"230275.8203","93.33","93.33","93.33"
"230305.949935","100","100","100"
"230336.124227","100","100","100"
"230366.126641","100","100","100"
"230396.130937","99.73","99.73","99.73"
"230426.346392","99.93","99.93","99.93"
"230456.363844","99.93","99.93","99.93"
"230486.368465","97.13","97.13","97.13"
"230516.373083","98.27","98.27","98.27"
"230576.396913","92.73","92.73","92.73"
"230606.399123","99.53","99.53","99.53"
"230636.40221","93.13","93.13","93.13"
"230666.40403","99.67","99.67","99.67"
"230696.407683","99.87","99.87","99.87"
"230726.452847","99.93","99.93","99.93"
"230756.621762","83.73","83.73","83.73"
