"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocated","base_config_0118 - system/gpu.0.memoryAllocated__MIN","base_config_0118 - system/gpu.0.memoryAllocated__MAX","base_config_0118 - system/gpu.1.memoryAllocated","base_config_0118 - system/gpu.1.memoryAllocated__MIN","base_config_0118 - system/gpu.1.memoryAllocated__MAX","base_config_0118 - system/gpu.2.memoryAllocated","base_config_0118 - system/gpu.2.memoryAllocated__MIN","base_config_0118 - system/gpu.2.memoryAllocated__MAX","base_config_0118 - system/gpu.3.memoryAllocated","base_config_0118 - system/gpu.3.memoryAllocated__MIN","base_config_0118 - system/gpu.3.memoryAllocated__MAX"
"156236.592226","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156266.595382","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156296.604387","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156326.605385","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156356.609944","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156386.61511","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156416.620486","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156446.622471","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156476.625313","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156506.626721","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156536.630008","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156566.635178","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156596.638361","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156626.643547","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156656.647327","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156686.650896","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156747.096632","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156777.102873","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156807.10984","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156837.110834","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156867.113281","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156897.127667","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156927.173798","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156957.174967","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"156987.321388","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157017.352156","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157047.370787","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157077.385188","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157107.389194","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157137.390465","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157167.395012","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157197.401606","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157227.402589","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157257.404779","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157287.406961","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157317.417191","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157347.418787","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157377.42094","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157407.423124","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157437.425414","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157497.547008","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157527.555201","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157557.562849","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157587.566176","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157617.568611","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157647.569986","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157677.573313","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157707.576358","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157737.593584","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157767.598548","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157797.604028","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157827.6098","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157857.614842","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157887.618928","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157917.621295","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157947.625524","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"157977.62936","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158007.632842","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158037.637469","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158067.639662","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158097.644034","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158127.645037","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158157.65134","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158187.65496","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158217.661246","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158247.663169","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158307.685598","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158337.719666","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158367.721663","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158397.726567","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158427.728759","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158457.758313","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158487.783538","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158517.786628","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158547.813108","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158577.823948","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158607.826506","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158637.830521","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158667.832795","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158697.8356","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158727.838199","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158757.839371","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158787.841563","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158817.846455","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158847.8474","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158877.84966","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158907.850865","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158937.853718","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158967.858367","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"158997.863065","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159027.867247","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159087.877896","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159117.914664","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159147.952652","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159177.9615","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159207.965615","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159237.977414","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159267.983099","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159297.984029","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159327.986324","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159357.988378","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159388.000321","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159418.009817","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159448.011917","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159478.012916","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159508.015255","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159538.019409","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159568.024856","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159598.02942","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159628.035183","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159658.040123","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159688.042244","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159718.045494","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159778.049947","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159808.05523","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159838.059214","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159868.06085","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159898.063959","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159928.06855","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159958.073149","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"159988.07397","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160018.076836","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160048.156332","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160078.659144","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160108.661521","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160138.665366","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160168.666859","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160198.667713","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160228.668707","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160258.670335","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160288.67771","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160318.685788","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160348.691721","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160378.696835","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160408.699579","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160438.703924","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160468.704795","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160498.707043","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160528.708073","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160588.714053","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160618.71746","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160648.721815","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160678.723666","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160708.725855","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160738.728278","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160768.729238","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160798.732606","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160828.736466","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160858.740446","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160888.752074","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160918.760623","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160948.764102","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"160978.766981","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161008.779071","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161038.791392","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161068.81407","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161098.819987","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161128.820955","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161158.823424","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161188.826007","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161218.826975","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161278.926927","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161308.941584","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161338.942456","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161368.977238","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161398.978234","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161428.989881","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161459.075851","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161489.127746","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161519.128669","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161549.129604","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161579.146945","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161609.150269","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161639.151251","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161669.221013","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161699.221962","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161729.223146","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161759.235491","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161789.297585","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161819.338792","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161849.339731","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161879.37314","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161909.390758","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161939.391979","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161969.42342","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"161999.42441","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162029.425349","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162089.478137","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162119.569795","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162149.570965","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162179.571878","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162209.580188","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162239.606406","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162269.607781","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162299.608739","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162329.644875","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162359.672997","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162389.708816","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162419.712241","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162449.718427","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162479.772792","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162509.773684","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162539.800337","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162569.814133","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162599.830285","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162629.831259","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162659.832151","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162689.842629","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162719.843543","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162749.84451","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162779.873128","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162809.877405","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162869.90227","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162899.911674","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162929.962596","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162959.988979","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"162989.992046","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163110.581883","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163140.582843","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163170.638962","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163200.685698","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163230.687493","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163260.700877","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163290.701806","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163320.744721","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163350.749285","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163380.750208","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163410.751096","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163440.752007","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163470.752927","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163500.765188","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163530.772407","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163560.773259","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163590.774422","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163620.775316","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163650.776256","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163680.77714","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163710.784737","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163740.80221","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163770.814593","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163801.012253","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163861.05839","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163891.077066","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
"163921.078011","85.75","85.75","85.75","80.95","80.95","80.95","85.96","85.96","85.96","80.41","80.41","80.41"
